post_shortcode,commenter_username,comment_text,comment_likes
DHjSCYmxG8N,mriee_1209,MEH... NOT REALLY! :rolling_on_the_floor_laughing::face_with_tears_of_joy::rolling_on_the_floor_laughing::face_with_tears_of_joy::rolling_on_the_floor_laughing::grinning_face_with_sweat::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,0
DHjSCYmxG8N,crisheliumtechnologylimited,:United_States::United_States::United_States:,0
DHjSCYmxG8N,ural_2212,"На переговорах поступило предложение с 11 марта безусловного прекращения огня , – Зеленский.
:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: 
Тем временем на календаре 23 марта
:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:",3
DHjSCYmxG8N,armin_202167,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy: ayatollah Trump boyfriend ayatollah Khamenei :rolling_on_the_floor_laughing: like ayatollah biden,0
DHjSCYmxG8N,kilo1583,The best:United_States::saluting_face:.,0
DHjSCYmxG8N,jennbrownjkb,How many millions did this event cost tax payers??,0
DHjSCYmxG8N,theerealmjo,Real shit I almost crashed my car looking at this wtf,0
DHjSCYmxG8N,flyfastmotivation,yes :United_States::United_States::clapping_hands::clapping_hands:,0
DHjSCYmxG8N,bartmcdowell,Make Wrestling Great Again!!! :United_States::flexed_biceps:,0
DHjSCYmxG8N,zachrydaniel_,G unit,0
DHjSCYmxG8N,themikedoc,@tommy_doc41 @angzegs,0
DHjSCYmxG8N,chris22128766,,0
DHjSCYmxG8N,ural_2212,,2
DHjSCYmxG8N,erfan_saadeghi79,Looking good mr president just have to work with you later,1
DHjSCYmxG8N,bucsfan13_31,Legend,0
DHjSCYmxG8N,alpha_777.77.77,Mr. President Trump. Is it true that the KGB has a video of girls peeing on you?:face_with_raised_eyebrow:,0
DHjSCYmxG8N,acceptthedelay,"Democrats meltdown , priceless",0
DHjSCYmxG8N,al_718_,:red_heart::red_heart::United_States::United_States:,0
DHjSCYmxG8N,finlaysanderson,He doesn’t understand wrestling whatsoever. Embarrassing,0
DHjSCYmxG8N,samanthakochanek,i need someone to put this man in a headlock and never let go,4
DHjSCYmxG8N,brochoa88,,0
DHjSCYmxG8N,natalivoronkafochuk.new_acc,#ruzziaisaterroriststate,0
DHjSCYmxG8N,bill_rupertus,8647.,0
DHjSCYmxG8N,eslich2023,:face_with_open_mouth::face_with_open_mouth::face_with_open_mouth:,0
DHjSCYmxG8N,alexkjones7,How are people mad at this:loudly_crying_face:?? EXACT same people who were praising Obama for being at NBA games. The contradictions are crazy,0
DHjSCYmxG8N,70555soheila,یک گردنبند قلب کوچک طلا است که مخصوصاً رفتند همان مدل را ساختند تا با شباهت با آن گردنبند با زنهای شبیه من همه را فریب بدهند مخصوصاً هم با آن عکس من که یک قلب طلای کوچک است میخواهند پیج من را تصاحب کنند.اول اینکه عکس من است دوم اینکه از کجا معلوم آن قلب کوچک طلا باشد  فقط شباهت نمیشود دلیل ومن مغازه که خریدم این مدل کارهای کپی تعداد زیادی داشت فقط یک قلب معمولی بود که همه در کل جهان می‌توانند آن قلب را داشته باشند  در کل نگاه میکنند برابر هرچی است که بتوانند با آن با بدل های من همه را فریب بدهند دریغ نمی‌کنند و از مدل تمام لباسهای من مخصوصاً دوختن و آن لباس را پوشیدن .فقط که چهره صورت مهم نیست که همه رفتند تزریق گونه کردن اندازه سرشانه هم مهم اینها همه را با خطای دید فریب می‌دهند البته چندین فرد مهم سفید پوست اروپای هم در سوئد پول گرفتند که تایید کنند تمام دورغ های اینها .مردم اصیل سوئد خلافکار تر از اینها هستند خیلی مکارتر از اینها هستند آنها خیلی دقت بیشتری دارند تمام زوایای را بررسی میکنند این نیست که به راحتی فریب بخورند آنها پول گرفتند و در تمام دورغ های اینها شریک هستند.ان قلب کوچک که در عکس دارم طلا نیست و رفتم ۳ تا صد خریدم حراجی بود,0
DHjSCYmxG8N,davout_squad,"Єбать ви бидло, хлопці, уєбав би кожного піндоса",0
DHjSCYmxG8N,alpha_777.77.77,Mr. President Trump. Why did you make the United States a slave to Israel?,0
DHjSCYmxG8N,the_true_09,Please like if you came here to read the liberals cry about our president assisting events ...,0
DHjSCYmxG8N,b347792,Sad,0
DHjSCYmxG8N,scottyfromthe_o_g,GO BIG RED!!!,0
DHjSCYmxG8N,lje2944,I love trump,0
DHjSCYmxG8N,lje2944,Trump is GOD,0
DHjSCYmxG8N,lje2944,TRUMP IS GOD,0
DHjSCYmxG8N,dkmonster16,Mr. “Look Tough” Photo Op,0
DHjSCYmxG8N,stevelaramie,More wasted tax dollars on your vacations.,0
DHjSCYmxG8N,stefan43bolliger,"This is the Donald who pissed off 40 000 000 Canadians! Wants “Anschluss “. Get off it, bud out. Clean up the mess in the U.S.",4
DHjSCYmxG8N,ovicenci1111,:clapping_hands::folded_hands:,0
DHjSCYmxG8N,theerealbishopvision,:red_heart::fire:,0
DHjSCYmxG8N,sureg1,Dudes like fuck the flag code,0
DHjSCYmxG8N,2a_all_day_2021,best president in history!!!! and probably ever!!! :United_States:,0
DHjSCYmxG8N,davefrombpt,How much did this cost the taxpayers?,0
DHjSCYmxG8N,alishahi4578,"They removed me from Twitter, blocked me from Trump's homepage on Instagram, and even here, no matter how many messages I send, my voice is not heard.  Do not expect miracles from me",0
DHjSCYmxG8N,bonspence99,:clapping_hands::clapping_hands::clapping_hands:,0
DHjSCYmxG8N,coff33junkie,I thought eggs were going to be cheaper. Maybe just focus on the job you were elected for- cheap eggs and gas.,0
DHjSCYmxG8N,jabersalhi5,"The leader of all ranks who has brought the motivation and purpose of living right to every individual in society is the power of truthfulness and honesty of President Donald Trump:United_States::thumbs_up:
But the left will never understand",0
DHjSCYmxG8N,kurianovichvasilii,,0
DHjSCYmxG8N,jsudd843,Waste of our tax dollars smfh,0
DHjSCYmxG8N,matt.kehn,Pin that treasonous a$$ b1tch. :face_with_tears_of_joy:,0
DHjSCYmxG8N,mkprice,The douche knows how to work his people that’s for sure.,0
DHjSCYmxG8N,callmesamvi,Ewww,0
DHjSCYmxG8N,doaaabdelbaqy,Hands off Gaza ..stop this genocide !!! ..enough,0
DHjSCYmxG8N,grindpushsweat,Maybe help the country instead of wasting taxpayer money on going to the sporting events,0
DHjSCYmxG8N,planet_terror_1031,Obama at the ballet. :face_with_tears_of_joy:,0
DHjSCYmxG8N,octavian_j12,People who grab others by the neck like that are  almost always controlling and obnoxious,0
DHjSCYmxG8N,drmitchgibson,:United_States::red_heart::United_States::red_heart::United_States::red_heart::United_States:,0
DHjSCYmxG8N,jaimierios11,,0
DHjSCYmxG8N,joeladriancardenasmurillo,:smiling_face_with_heart-eyes:,0
DHjSCYmxG8N,xiquetcastro,Donald J Trump a living legend :United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States::United_States:,0
DHjSCYmxG8N,eternal_ecstasy_77,"Once somebody breaks into your house, you can't negotiate with them on what they can take..... You would kick them out or call the police, and you know it. Some are simply creatures of ill intentions, and they pretend that they are unable to grasp it. THE RULE OF LAW ABOVE THE LAW OF THE JUNGLE must be defended for today and for tomorrow",0
DHjSCYmxG8N,abolfazl_masoumi18,Iran :green_heart::white_heart::red_heart:,0
DHjSCYmxG8N,eternal_ecstasy_77,,0
DHjSCYmxG8N,see_lence_barrio_outreach,"Not a Trump fan, but I do appreciate the President supporting the wrestling community.  Toughest sport in the world.",0
DHjSCYmxG8N,bbreininger,The people’s President!,0
DHjSCYmxG8N,ginaqueiroga,"Thank goodness for Sarah Huckabee Sanders for calling out the National guard to help those devastating by the storms. Trump, congratulations on winning the golf tournament.",0
DHjSCYmxG8N,issaac25.03,:clapping_hands::clapping_hands::clapping_hands::clapping_hands:,0
DHjSCYmxG8N,andycraigbk,This cow herd has never been in a fight in his life.,0
DHjSCYmxG8N,issaac25.03,My president :fire:,0
DHjSCYmxG8N,caro_space,Goes hard,0
DHjSCYmxG8N,maarshhmellow,Why does it looks like that Donald Trump hairs are stinking. :face_with_tears_of_joy:,0
DHjSCYmxG8N,kaiona92,:raising_hands:,0
DHjSCYmxG8N,niner_time,FDT,0
DHjSCYmxG8N,aprsur87,Love that you supported such a great sport that often gets overlooked. :clapping_hands:,0
DHjSCYmxG8N,herculepoirot777,Вы кроме фото еще что-то делайте?,0
DHjSCYmxG8N,syria194,Save Syria:raising_hands::folded_hands::folded_hands::broken_heart:,0
DHjSCYmxG8N,anssikarilahti,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,0
DHjSCYmxG8N,luweymac,The country needed a good cheer leader like this. Someone to root on the country,0
DHjSCYmxG8N,norma.jeanne.796,,0
DHjSCYmxG8N,merdanbal,Trump Powerrrrrrrrrrrrrrrrrrrrrrrrrrrrr:United_States::flexed_biceps_light_skin_tone::United_States::flexed_biceps_light_skin_tone::United_States::flexed_biceps_light_skin_tone::United_States::flexed_biceps_light_skin_tone:,5
DHjSCYmxG8N,thenotoriousyrn,LETS GOOO,0
DHjSCYmxG8N,thenotoriousyrn,USA USA USAAAAA :United_States::United_States::United_States:,0
DHjSCYmxG8N,sylvietaube,You trust poutine you have blood on you Hands nothing to be smiling :face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth:,0
DHjSCYmxG8N,kisselbrian,TRUMP 2028 :U.S._Outlying_Islands::Russia::Israel::rainbow_flag:,0
DHjSCYmxG8N,seasndsun,Yuck :face_vomiting:,0
DHjSCYmxG8N,sandramanoni,:face_vomiting::face_vomiting:,0
DHjSCYmxG8N,judithwilliams_myopinion,Everytime he finds a friend gotta do the photo OPP.,0
DHjSCYmxG8N,grltz_n_gravy,Has to make everything about himself,0
DHjSCYmxG8N,johngreenacre,Skin texture :woozy_face:,0
DHjSCYmxG8N,g80talk,:United_States::United_States::United_States::United_States:,0
DHjSCYmxG8N,windowxp20242025,CEASE FIRE NOW,0
DHjSCYmxG8N,lindafityogi,Wonderful to see you supporting student athletes this way. :raising_hands:,0
DHjSCYmxG8N,thehydeparker,BOOOOOOOOOO,0
DHjSCYmxG8N,filo48,"How can is this possible, to have this horrible stupid guy as a president?",0
DHjSCYmxG8N,holgagirl,:clown_face:,0
DHjSCYmxG8N,super35mm_dit,Most of the world hates you,0
DHjSCYmxG8N,rafiei.7777,#TrustTrump,0
DHjSCYmxG8N,windowxp20242025,CEASE FIRE NOW #freepalestine,0
DHjSCYmxG8N,punchdrxnklove,Since we’re bringing back segregation…let’s apply it to sports too :smiling_face_with_sunglasses:,0
DHjSCYmxG8N,rod_atu,:fire::fire:,0
DHjSCYmxG8N,windowxp20242025,STOP THE GENOCIDE,0
DHjSCYmxG8N,ablack1220,Gotta keep the red pill content alive and well,0
DHjSCYmxG8N,nothing_can_go_wong,:United_States::people_wrestling::Statue_of_Liberty::eagle:,0
DHjSCYmxG8N,kcstateline,,0
DHjSCYmxG8N,kids_hope_uganda1234,I honestly feel like I am on the edge of committing suicide :face_holding_back_tears::face_holding_back_tears::broken_heart::broken_heart:Friends and fellow Christians I am to leave this post here since I am planning to take a long walk to a bridge or back home where I can cry alone in a dark corner :face_holding_back_tears::face_holding_back_tears: It has been hell for us for the past months and nothing has changed  and this makes me feel like God has forsaken us since I am struggling to take care of kids under our ministry:face_holding_back_tears::face_holding_back_tears::broken_heart::broken_heart: I'm completely heartbroken and Lonely not sure if I want to live anymore I wish I were someone's favorite person and that I could talk to someone about how I really feel but I just know nobody cares at the end of the day:face_holding_back_tears::face_holding_back_tears::broken_heart::broken_heart:,0
DHjSCYmxG8N,andrew.stahmer,I love these posts - they effectively show all the people I can add to my shit list,0
DHjSCYmxG8N,travelling_raccoon,"He used to be a wrestler, ain't it? :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:",0
DHjSCYmxG8N,jeannie.castaneda,"Haha!! Love the silly face boss :winking_face_with_tongue:!! 
Nice job with the manicured nails and hands :smiling_face_with_sunglasses:!",0
DHjSCYmxG8N,judimachos,:face_with_tears_of_joy::face_with_tears_of_joy:,0
DHjSCYmxG8N,vabrahampaul,Say hi to governor Trudeau,0
DHjSCYmxG8N,sista.cindy.7,LIBERTY. What? Trump is taking EVERYBODY'S LIBERTIES. He is threatening to MURDER TO STEAL THINGS HE COVETS. PLEASE TELL ME YOU ALL KNOW THE 10 COMMANDMENTS --HOW MANY ARE BROKEN HERE... How can you follow such a broken man... God would NOT put him in charge of His Children.. His Saints. Come On Trump Is As Fruitless as they come... IYou know the character required to be a leader. IT IS GOD WHO BLESSES ISRAEL THROUGH EVERY SINGLE FRUIT LOOP WE VOTE INTO OFFICE. GOD IS ON THE THRONE... GOD WILL NEVER CHANGE..WHEW.Still we are Commanded to Stand and Stand Therefore and to ABHOR (ABHOR ABHOR ABHOR) EVIL... Certainly we should Not be Stroking Evil. IMPEACH TRUMP FOR LYING TO US. It seems Trump and his pet Musk have decided that because we are now Senior Citizens and too old or disabled to work anymore WE ARE TO BE THROWN OUT WITH THE GARBAGE. If you are not rich enough or can longer work NO MATTER HOW MANY YEARS YOU CONTRIBUTED .. we will not share savings with you. They wish to ANIALATE those who have walked before and beside them.THE LORD REBUKE SUCH GREEDY MEN.,0
DHjSCYmxG8N,sista.cindy.7,"ab·hor

/əbˈhôr/

verb

1.regard with disgust and hatred:""professional tax preparers abhor a flat tax because it would dry up their business""

Powered by Oxford Dictionaries

Merriam Websterhttps://www.merriam-webster.com › dictionary › abhorABHOR Definition & Meaning - Merriam-Webster

People also search for

abhor defined meaningabhor defined crossword clue

abhor defined contributionabhor defined benefits

Cambridge Dictionaryhttps://dictionary.cambridge.org › dictionary › englishABHOR | English meaning - Cambridge Dictionary

ABHOR definition: 1. to hate a way of behaving orthinking, often because you think it is not moral: 2. to hate a…. Learn more.

Refine this search

abhor defined meaning

abhor defined crossword clue

abhor defined life

abhor defined contribution

abhor defined in the bible

abhor defined benefits

Vocabulary.comhttps://www.vocabulary.com › dictionary › abhorAbhor - Definition, Meaning & Synonyms - Vocabulary.com

If you abhor something, it gives you a feeling ofcomplete hatred. Chances are you abhor that kid who used to torture the frogs in biology class. Abhor is from Latin...

Collins Dictionaryhttps://www.collinsdictionary.com › dictionary › englishABHOR definition and meaning | Collins English Dictionary

If you abhor something, you hate it very much, especially for moral reasons. [ formal ] He was a man who abhorred violence and was deeply",0
DHjSCYmxG8N,birdieferra,The guy who faked bone spurs to avoid serving his country. So tough:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,0
DHjSCYmxG8N,hpantwo,Paranormal Prick in command!,0
DHjSCYmxG8N,hemespheredesign,Help Americans instead of the Presidential Disaster you are making,0
DHjSCYmxG8N,iamjamilpatton,Da boy,0
DHjSCYmxG8N,foodtraveller2026,@ncaa :face_vomiting:,0
DHjSCYmxG8N,albakr_ammar,:fire::comet::high_voltage:,0
DHjSCYmxG8N,zwillzer,He's great at affection,0
DHjSCYmxG8N,hoppe.uwe,Russia loves that man:face_with_tears_of_joy::face_with_tears_of_joy:,0
DHjSCYmxG8N,jdschmitt85,Trump and Musk for Guillotine :middle_finger::middle_finger:,0
DHjSCYmxG8N,brightactivity,"""All propoganda has to accomodate itself to the comprehension of the least intelligent of those whom it seeks to reach"" A. H. (:pile_of_poo:tler)
Hundreds of millions spent by Trump's supporters (Russia, Elon +) on PROPOGANDA. 
:man_shrugging_light_skin_tone: #fascism #censorship #unconstitutional #unpatriotic #Trumplies",0
DHjSCYmxG8N,syria194,Save minorities in Syria:crying_face::broken_heart::loudly_crying_face::folded_hands::broken_heart::broken_heart::broken_heart:,0
DHjSCYmxG8N,syria194,Save minorities in Syria:loudly_crying_face::loudly_crying_face::loudly_crying_face::folded_hands::folded_hands::broken_heart::broken_heart:,0
DHjSCYmxG8N,chrisely9707,:clapping_hands::crown::sports_medal::United_States::United_States::United_States:,0
DHjSCYmxG8N,syria194,Save minorities in Syria:raising_hands:,0
DHjSCYmxG8N,70555soheila,برای اینکه با مردان مهم اذدواج کنند زنهای بدل من اینها به چندین فرد مهم اروپای اصیل پول دادن و حتی به یک آنلاین شاپ که آن خرید کردم پول دادن تا بدل پشتون من را برای جناب پوتین تایید کنند یعنی من از یک آنلاین شاپ خرید نکنم چون که خیانت میکنند و من دوست ندارم که اداره پست با فروشند بخواهد اطلاعات خرید من را به همه بدهند .اصلن از آنلاین شاپ خرید نخواهم کرد .قصد داشتند زنهای چینی که هویت افغانی در سوئد دارند با همکاری حوزه علمیه قم امشب ما را زندانی کنند برای اینکه زنهای بدل ما به قدرت برسند برای خامنه‌ای قدرت بیاورند نقشه های شوم شیطانی پشتونها با افغانی های وابسته به حوزه علمیه قم و رشتی کردن در کل از خانواده ما انتقام گرفتند,0
DHjSCYmxG8N,70555soheila,برای اینکه با مردان مهم اذدواج کنند زنهای بدل من اینها به چندین فرد مهم اروپای اصیل پول دادن و حتی به یک آنلاین شاپ که آن خرید کردم پول دادن تا بدل پشتون من را برای جناب پوتین تایید کنند یعنی من از یک آنلاین شاپ خرید نکنم چون که خیانت میکنند و من دوست ندارم که اداره پست با فروشند بخواهد اطلاعات خرید من را به همه بدهند .اصلن از آنلاین شاپ خرید نخواهم کرد .قصد داشتند زنهای چینی که هویت افغانی در سوئد دارند با همکاری حوزه علمیه قم امشب ما را زندانی کنند برای اینکه زنهای بدل ما به قدرت برسند برای خامنه‌ای قدرت بیاورند نقشه های شوم شیطانی پشتونها با افغانی های وابسته به حوزه علمیه قم و رشتی کردن در کل از خانواده ما انتقام گرفتند,0
DHjSCYmxG8N,patoa85,Love it! Go Big Red! @huskerwrestling,0
DHjSCYmxG8N,edmundo2dot0,First picture is AI? Lol,0
DHjSCYmxG8N,snapchat_denisspitsyn7,:clapping_hands::clapping_hands::clapping_hands::clapping_hands:,0
DHjSCYmxG8N,kenbanghart,Creepy,0
DHjSCYmxG8N,brondonbenson,Free Palestinian,0
DHjSCYmxG8N,amandarivkinhaesler,Well this is definitely not dumb. Not at all.,0
DHjSCYmxG8N,niji.cola,:eagle::eagle::eagle:,4
DHjSCYmxG8N,brianinnyc,Looks like Trump is farting,0
DHjSCYmxG8N,southernholymoely,:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: too cuteeee,1
DHjSCYmxG8N,rcmucci,Next time send Jim Jordan. He likes to hang out with boy wrestlers.,0
DHjSCYmxG8N,rcmucci,"By the way: less photo ops, less tweets, more do your damn job.",0
DHjSCYmxG8N,masonb01,You a joke honestly..:face_with_tears_of_joy::skull:,0
DHjSCYmxG8N,prayhopelove808,How much did this outing cost the taxpayers,0
DHjSCYmxG8N,aimee_rachelle_,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,0
DHjSCYmxG8N,sejeeks,How much orange  spray tan got on them people's clothes:face_with_tears_of_joy:,0
DHjSCYmxG8N,sejeeks,"The black dude the only one he gotta put his hands around his neck, huh? :thinking_face::face_with_monocle::raised_fist_medium_skin_tone:",0
DHjSCYmxG8N,schlafschaf.simplicissimus.one,Trump ein Oranger grenzdebiler dementer Clown,0
DHjSCYmxG8N,tesla_gold_constructor,:gem_stone::gem_stone::gem_stone::gem_stone::gem_stone:,0
DHjSCYmxG8N,seesmithhere,Your face looks like a knock off leather bag,0
DHjSCYmxG8N,mickymcdonald,When did Trump's hair become inedible cotton candy?,0
DHjSCYmxG8N,goddessofslots,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,0
DHjSCYmxG8N,mkyrodriguez,:eagle::United_States::fire::fire::fire:,0
DHjSCYmxG8N,un_orthodox_asian,"I bet his kids secretly marvel at how many fake photo ops he can take with other people's kids, but he was surely absent from every important event in his own kids' lives.  Probably busy spending time with Stormy.",0
DHjSCYmxG8N,jose_henrique_182,Vai ja deportar !,0
DHjSCYmxG8N,genomorellimma,:fire::fire:,1
DHjSCYmxG8N,examine.everything,,0
DHjSCYmxG8N,examine.everything,,0
DHjSCYmxG8N,capn_gus,Desperate.,0
DHjSCYmxG8N,smokymatzel,:clown_face:,0
DHjSCYmxG8N,monday_push,,0
DHjSCYmxG8N,jalilmoghadas2,"**Letter to Mr. Donald Trump, Honorable President of the United States of America** 
From: Jalil Moghaddas 
---
**Subject:** Request for a Review of U.S. Foreign Policies 
Mr. Donald Trump, 
Honorable President of the United States of America, 
With respect and appreciation for the opportunity to express my views, I am writing this letter to you as a global citizen deeply concerned with peace and international justice. 
**U.S. Foreign Policies and Their Global Impact** 
Mr. President, the foreign policies of the United States in recent decades have had profound impacts on the world. From the 1953 coup in Iran to recent interventions in the Middle East and other regions, these policies have often led to instability, war, and human suffering. For instance, the 1953 coup against the democratically elected government of Dr. Mohammad Mossadegh not only overthrew a legitimate government but also set the stage for subsequent developments in Iran and the region that continue to this day. 
**Request for a Change in Approach** 
Mr. Trump, as the leader of one of the most powerful nations in the world, I urge you to reconsider the approaches of U.S. foreign policy. Instead of interfering in the internal affairs of other countries, the United States can play a more positive role in the world by supporting democracy, human rights, and sustainable development. 
**Peace and International Cooperation** 
Today’s world needs international cooperation and understanding more than ever. Rather than escalating tensions and conflicts, the United States can take a leading role in promoting peace and stability as a global leader. 
**Closing Remarks** 
Mr. President, I hope this letter draws your attention to the importance of revising U.S. foreign policy approaches. The future of the world depends on the decisions we make today, and the United States can leave a lasting legacy by choosing a path based on justice and peace. 
Respectfully, 
**Jalil Moghaddass",0
DHjSCYmxG8N,_d_w_a_r_d_,Daddy is so damn Daddy,0
DHjSCYmxG8N,isayneigh,Shouldnt you be governing?,0
DHjSCYmxG8N,mesut.can_58_20,"Hello dears, I am from Afghanistan, Parwan city. I used to be in Turkey. Now I have been deported to Afghanistan. The Taliban burned our houses and all our belongings. They killed my father. Now my mother, brother, and younger sister are all homeless. Please help me with money, anything, as much as you can. Please, I am single, 24 years old.",0
DHjSCYmxG8N,bwalsh900,Weird to see him grabbing men instead of women:thinking_face:,0
DHjSCYmxG8N,certified_taho,Best And coolest/ coldest president ever :red_heart::red_heart::red_heart::red_heart::red_heart:,0
DHjSCYmxG8N,bo_hunter83,Aura:fire:,0
DHjSCYmxG8N,pricecandace7,Always a stooge.,0
DHjSCYmxG8N,chadi_chehade85,,0
DHjSCYmxG8N,ali_ashrafi.13792000,زنده باد ترامپ :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,0
DHjSCYmxG8N,jalilmoghadas2,"Letter to Mr. Donald Trump, Honorable President of the United States of America
From: Jalil Moghaddass
Subject: Request for a Review of U.S. Foreign Policies
Mr. Donald Trump,
Honorable President of the United States of America,
With respect and appreciation for the opportunity to express my views, I am writing this letter to you as a global citizen deeply concerned about peace and international justice.
U.S. Foreign Policies and Their Global Impact
Mr. President, the foreign policies of the United States in recent decades have had profound impacts on the world. From the 1953 coup in Iran to recent interventions in the Middle East and other regions, these policies have often led to instability, war, and human suffering. For instance, the 1953 coup against the democratically elected government of Dr. Mohammad Mossadegh not only overthrew a legitimate government but also set the stage for subsequent developments in Iran and the region that continue to affect us today.
Request for a Change in Approach
Mr. Trump, as the leader of one of the most powerful nations in the world, I urge you to reconsider the approach of U.S. foreign policy. Instead of interfering in the internal affairs of other countries, the United States can play a more positive role in the world by supporting democracy, human rights, and sustainable development.
Peace and International Cooperation
Today’s world needs international cooperation and understanding more than ever. Rather than escalating tensions and conflicts, the United States can take a leading role in promoting peace and stability as a global leader.
Closing Remarks
Mr. President, I hope this letter draws your attention to the importance of revising U.S. foreign policy approaches. The future of the world depends on the decisions we make today, and the United States can leave a lasting legacy by choosing a path based on justice and peace.
Respectfully,
Jalil Moghaddass",0
DHjSCYmxG8N,_lovare_,,0
DHjSCYmxG8N,stevenvanderwal,You  lose this match like you will lose everything,0
DHjSCYmxG8N,70555soheila,چرا دو ماه مهلت دادین که بعد ایران را بمب باران کنید شما فقط جناب ترامپ به تمام زنهای پشتون و هندی و رشتی دارید وقت میدهید که دوستان شما از ایران خارج بشوند و بعد که همه رفتند بمب باران کنید و فقط هم ما را بکشید اگر عدالت میخواهید اجرا کنید باید تمام سازندانگان زندان صیدنا را همین الان زندانی کنید که ما اطلاع دادیم و اینکه اول همین الان کل افغانستان را بمب باران کنید که خیال همه راحت باشد نه اینکه همه از این طرف بروند افغانستان و فقط ما در تهران باشیم فقط ما را بکشید پس یا اول افغانستان را بمب باران کنید و الا حق ندارید به ایران حمله کنید چون من فعلاً در ایران ساکن هستم در کل حتی ایران هم نبودم اول افغانستان را بمب باران کنید که پشتونها با هندی‌ها و رشتی ها ما را اسیر کردن اگر هدف عدالت است باید انتقام من را از تک تک اینها بگیرید مجازات کنید کل پشتونها و رشتی ها را تحریم کنید پشتونهای سوئد را زندانی کنید,0
DHjSCYmxG8N,jalilmoghadas2,"In closing, I invite you to explore the works of great Persian poets like Rumi and Hafez, alongside your studies of trade, economics, and politics. Perhaps their wisdom will offer you new perspectives on peace and humanity. 
The people of Iran and the world desire peace, not conflict. Let us work together to build a future based on understanding and kindness. 
Respectfully, 
[Jalil Moghaddas]",0
DHjSCYmxG8N,jalilmoghadas2,"**Letter to Mr. Donald Trump, President of the United States** 
Dear Mr. President, 
I hope this message finds you well. I am writing to you not as a politician or diplomat, but as someone who believes in the power of dialogue, peace, and mutual respect among nations. 
I would like to speak to you based on the principles of your own holy book, the Bible, on which you took your oath at the beginning of your 
presidency. 
In the Holy Bible, it is written: 
*""If your enemy is hungry, give him bread to eat; and if he is thirsty, give him water to drink; for so you will heap coals of fire on his head, and the Lord will reward you.""* 
In light of this teaching, I urge you to reflect on the impact of sanctions and conflicts on the lives of ordinary people, especially in Iran and other countries. The people of Iran are peace-loving and have a rich history spanning thousands of years. They have overcome countless challenges and remain steadfast and strong, like the peaks of Everest and Alborz. 
The great Persian poet, Rumi, once said: 
*""Each one of us is a Christ to the world. For every pain, there is a remedy in our hands.""* 
Mr. President, I ask you to think and act like Christ. Please refrain from speaking about war or military action against Iran in the same way you would speak about terrorist groups like ISIS or Al-Nusra. What difference would there be between such actions and those of extremist groups? 
Instead, let us focus on dialogue, peace, and friendship. As Hafez, the great Persian poet, said: 
*""The comfort of both worlds lies in these two words: kindness with friends, tolerance with enemies.""* 
Or, as he beautifully expressed: 
*""Plant the tree of friendship, for it will bring joy to your heart.""* 
I encourage you to open the door to negotiations with Iran and speak of renewing the bond of friendship between our nations, as it was in 1967. Let us revive that spirit of cooperation and 
mutual respect. 
Furthermore, I must draw your attention to the suffering of the people of Gaza, who have been deprived of water, food, and humanitarian aid for weeks under the actions of Netanyahu, supported by your gove",0
DHjSCYmxG8N,slygillycat29,he should be 6ft under,0
DHjSCYmxG8N,deneena78,Let him touch yall with no idea where his hands been :nauseated_face:,0
DHjSCYmxG8N,linc_ware,Let’s go my buddy!!! :United_States:,0
DHjSCYmxG8N,addisoncheri2,Awesome :face_with_open_mouth::smiling_face_with_heart-eyes:,0
DHjSCYmxG8N,djericnoel,Anything for a photo opportunity. Well stay distracted elmo and ruiskie president have things under control,6
DHjSCYmxG8N,yasbek21,"Let’s not normalize the bombing of hospitals and innocent children. As much as we want to avoid thinking about it and go on with our lives, it remains inhumain and deranged.",0
DHjSCYmxG8N,dpolkinghor,:fire:,0
DHjSCYmxG8N,billywood_1977,Couldn’t wrestle. Bone spurs.,0
DHjSCYmxG8N,mirkus._,:clapping_hands_light_skin_tone::white_heart::United_States::white_heart::clapping_hands_light_skin_tone:,0
DHjSCYmxG8N,biankita360,#freemahmoudkhalil #freedrhussam Let aid trucks into Gaza. End the f occupation!!,0
